날짜,내용,금액,카테고리,결제수단,구분
2025-11-01,LG U+ 휴대폰,93300,통신비,삼성카드,고정비
2025-11-01,주택담보대출 이자,420000,대출이자,신한체크카드,고정비
2025-11-01,관리실 주차비,47800,주거,신한체크카드,고정비
2025-11-01,김밥천국,12300,식비,삼성카드,변동비
2025-11-02,한전 전기요금,74300,전기요금,신한체크카드,고정비
2025-11-02,스타벅스,10800,식비,롯데카드,변동비
2025-11-02,투썸플레이스,7500,식비,토스공유카드1,변동비
2025-11-02,카카오 택시,13100,교통,신한체크카드,변동비
2025-11-03,아파트 관리비,259000,관리비,지역화폐,고정비
2025-11-03,도시가스 요금,12900,가스요금,지역화폐,고정비
2025-11-03,상하수도 요금,19500,공과금,신한체크카드,고정비
2025-11-03,교보문고,17800,문화/여가,롯데카드,변동비
2025-11-03,김밥천국,10300,식비,롯데카드,변동비
2025-11-03,스타벅스,4600,식비,토스공유카드1,변동비
2025-11-03,카카오 택시,5700,교통,지역화폐,변동비
2025-11-03,SK주유소,8600,교통,토스공유카드1,변동비
2025-11-04,스타벅스,16200,식비,삼성카드,변동비
2025-11-04,경동시장,39500,전통시장,지역화폐,변동비
2025-11-04,SK주유소,7000,교통,지역화폐,변동비
2025-11-06,CU 편의점,9200,식비,토스공유카드2,변동비
2025-11-06,스타벅스,8000,식비,롯데카드,변동비
2025-11-06,맘스터치,7900,식비,삼성카드,변동비
2025-11-06,시내버스,5800,교통,토스공유카드1,변동비
2025-11-07,맘스터치,7400,식비,토스공유카드2,변동비
2025-11-07,투썸플레이스,11400,식비,토스공유카드1,변동비
2025-11-07,배달의민족,23100,식비,롯데카드,변동비
2025-11-07,이마트,20900,마트,토스공유카드1,변동비
2025-11-07,고속버스,8400,교통,신한체크카드,변동비
2025-11-08,맘스터치,14200,식비,토스공유카드2,변동비
2025-11-09,고속버스,5600,교통,지역화폐,변동비
2025-11-09,SK주유소,8300,교통,토스공유카드1,변동비
2025-11-10,BBQ 치킨,11700,식비,롯데카드,변동비
2025-11-10,맘스터치,13100,식비,롯데카드,변동비
2025-11-11,CU 편의점,8200,식비,롯데카드,변동비
2025-11-11,노브랜드,62000,마트,토스공유카드1,변동비
2025-11-11,지하철,10300,교통,지역화폐,변동비
2025-11-12,CU 편의점,17200,식비,롯데카드,변동비
2025-11-12,광장시장,20700,전통시장,토스공유카드2,변동비
2025-11-13,CU 편의점,500,식비,토스공유카드1,변동비
2025-11-13,지하철,6300,교통,지역화폐,변동비
2025-11-14,홈플러스,90700,마트,롯데카드,변동비
2025-11-15,투썸플레이스,10500,식비,롯데카드,변동비
2025-11-15,버거킹,12300,식비,삼성카드,변동비
2025-11-15,광장시장,36500,전통시장,토스공유카드2,변동비
2025-11-15,시내버스,6500,교통,토스공유카드1,변동비
2025-11-15,카카오 택시,7700,교통,토스공유카드1,변동비
2025-11-16,김밥천국,11000,식비,삼성카드,변동비
2025-11-16,투썸플레이스,4200,식비,삼성카드,변동비
2025-11-16,고속버스,8000,교통,토스공유카드1,변동비
2025-11-17,경동시장,29900,전통시장,토스공유카드2,변동비
2025-11-17,카카오 택시,12300,교통,신한체크카드,변동비
2025-11-17,지하철,13700,교통,지역화폐,변동비
2025-11-18,김밥천국,10600,식비,롯데카드,변동비
2025-11-18,코스트코,66100,마트,토스공유카드1,변동비
2025-11-18,고속버스,5000,교통,신한체크카드,변동비
2025-11-19,맘스터치,20400,식비,롯데카드,변동비
2025-11-19,롯데마트,77100,마트,토스공유카드1,변동비
2025-11-19,고속버스,14600,교통,신한체크카드,변동비
2025-11-20,스타벅스,12400,식비,삼성카드,변동비
2025-11-20,카카오 택시,14100,교통,지역화폐,변동비
2025-11-21,CU 편의점,11600,식비,토스공유카드2,변동비
2025-11-21,BBQ 치킨,7900,식비,삼성카드,변동비
2025-11-21,BBQ 치킨,25500,식비,토스공유카드1,변동비
2025-11-21,시내버스,7400,교통,신한체크카드,변동비
2025-11-21,지하철,11900,교통,신한체크카드,변동비
2025-11-22,맘스터치,10700,식비,롯데카드,변동비
2025-11-22,김밥천국,17000,식비,롯데카드,변동비
2025-11-22,코스트코,52900,마트,토스공유카드1,변동비
2025-11-22,지하철,12100,교통,토스공유카드1,변동비
2025-11-22,시내버스,7000,교통,신한체크카드,변동비
2025-11-23,맘스터치,5000,식비,롯데카드,변동비
2025-11-23,시내버스,11100,교통,토스공유카드1,변동비
2025-11-24,배달의민족,500,식비,삼성카드,변동비
2025-11-24,스타벅스,1700,식비,롯데카드,변동비
2025-11-24,지하철,4500,교통,신한체크카드,변동비
2025-11-25,CU 편의점,16200,식비,삼성카드,변동비
2025-11-25,맘스터치,11000,식비,토스공유카드1,변동비
2025-11-25,김밥천국,20800,식비,롯데카드,변동비
2025-11-26,배달의민족,26600,식비,토스공유카드2,변동비
2025-11-26,이마트,37200,마트,토스공유카드1,변동비
2025-11-27,지하철,11700,교통,지역화폐,변동비
2025-11-28,스타벅스,17800,식비,토스공유카드2,변동비
2025-11-28,롯데마트,100800,마트,삼성카드,변동비
2025-11-28,카카오 택시,8300,교통,신한체크카드,변동비
2025-11-29,스타벅스,7600,식비,토스공유카드2,변동비
2025-11-30,배달의민족,11700,식비,토스공유카드1,변동비
2025-11-30,김밥천국,17400,식비,삼성카드,변동비
2025-11-30,시내버스,10100,교통,토스공유카드1,변동비
2025-11-30,시내버스,17600,교통,신한체크카드,변동비
2025-12-01,스타벅스,18200,식비,삼성카드,변동비
2025-12-01,김밥천국,25700,식비,롯데카드,변동비
2025-12-01,이마트,55600,마트,롯데카드,변동비
2025-12-01,지하철,10600,교통,지역화폐,변동비
2025-12-02,주택담보대출 이자,418300,대출이자,신한체크카드,고정비
2025-12-02,버거킹,7000,식비,삼성카드,변동비
2025-12-02,지하철,500,교통,신한체크카드,변동비
2025-12-03,도시가스 요금,124700,가스요금,지역화폐,고정비
2025-12-03,SKT 휴대폰,111200,통신비,삼성카드,고정비
2025-12-03,상하수도 요금,23800,공과금,지역화폐,고정비
2025-12-03,시내버스,7500,교통,지역화폐,변동비
2025-12-04,아파트 관리비,243800,관리비,지역화폐,고정비
2025-12-04,한전 전기요금,117600,전기요금,지역화폐,고정비
2025-12-04,무신사,29100,의류/미용,삼성카드,변동비
2025-12-05,맘스터치,15000,식비,토스공유카드2,변동비
2025-12-05,카카오 택시,12500,교통,토스공유카드1,변동비
2025-12-06,스타벅스,19700,식비,토스공유카드1,변동비
2025-12-06,고속버스,4200,교통,토스공유카드1,변동비
2025-12-07,투썸플레이스,11800,식비,롯데카드,변동비
2025-12-07,지하철,18200,교통,토스공유카드1,변동비
2025-12-08,김밥천국,17700,식비,토스공유카드2,변동비
2025-12-08,맘스터치,20800,식비,토스공유카드1,변동비
2025-12-08,고속버스,10300,교통,토스공유카드1,변동비
2025-12-09,스타벅스,16200,식비,토스공유카드1,변동비
2025-12-09,고속버스,12700,교통,신한체크카드,변동비
2025-12-09,카카오 택시,2000,교통,신한체크카드,변동비
2025-12-10,지하철,10000,교통,지역화폐,변동비
2025-12-11,스타벅스,8700,식비,롯데카드,변동비
2025-12-11,SK주유소,17700,교통,신한체크카드,변동비
2025-12-12,맘스터치,18900,식비,토스공유카드2,변동비
2025-12-12,투썸플레이스,23100,식비,토스공유카드2,변동비
2025-12-13,배달의민족,22000,식비,토스공유카드2,변동비
2025-12-14,버거킹,4500,식비,토스공유카드1,변동비
2025-12-14,맘스터치,14000,식비,삼성카드,변동비
2025-12-14,카카오 택시,9100,교통,지역화폐,변동비
2025-12-14,카카오 택시,8900,교통,지역화폐,변동비
2025-12-15,김밥천국,11400,식비,롯데카드,변동비
2025-12-15,배달의민족,7100,식비,토스공유카드1,변동비
2025-12-15,CU 편의점,5000,식비,롯데카드,변동비
2025-12-16,지하철,9300,교통,신한체크카드,변동비
2025-12-16,시내버스,5500,교통,신한체크카드,변동비
2025-12-17,맘스터치,11200,식비,토스공유카드1,변동비
2025-12-17,김밥천국,2500,식비,토스공유카드2,변동비
2025-12-17,김밥천국,10900,식비,토스공유카드2,변동비
2025-12-17,홈플러스,73100,마트,토스공유카드1,변동비
2025-12-17,SK주유소,10100,교통,지역화폐,변동비
2025-12-17,정기 건강검진,130000,의료,롯데카드,변동비
2025-12-18,스타벅스,15500,식비,삼성카드,변동비
2025-12-18,BBQ 치킨,17100,식비,토스공유카드1,변동비
2025-12-18,홈플러스,52500,마트,롯데카드,변동비
2025-12-18,시내버스,9400,교통,지역화폐,변동비
2025-12-19,투썸플레이스,14100,식비,롯데카드,변동비
2025-12-19,지하철,4900,교통,지역화폐,변동비
2025-12-20,이마트,43300,마트,롯데카드,변동비
2025-12-21,경동시장,26600,전통시장,토스공유카드2,변동비
2025-12-21,지하철,7500,교통,지역화폐,변동비
2025-12-21,시내버스,2900,교통,신한체크카드,변동비
2025-12-22,버거킹,14100,식비,토스공유카드1,변동비
2025-12-22,BBQ 치킨,14300,식비,토스공유카드1,변동비
2025-12-22,지하철,9100,교통,토스공유카드1,변동비
2025-12-22,카카오 택시,14700,교통,신한체크카드,변동비
2025-12-23,중앙시장,34500,전통시장,토스공유카드2,변동비
2025-12-24,김밥천국,22400,식비,롯데카드,변동비
2025-12-24,BBQ 치킨,8000,식비,삼성카드,변동비
2025-12-24,카카오 택시,4500,교통,지역화폐,변동비
2025-12-24,카카오 택시,12300,교통,지역화폐,변동비
2025-12-25,스타벅스,16800,식비,삼성카드,변동비
2025-12-25,투썸플레이스,20700,식비,삼성카드,변동비
2025-12-25,카카오 택시,6900,교통,신한체크카드,변동비
2025-12-26,버거킹,15700,식비,롯데카드,변동비
2025-12-26,배달의민족,25500,식비,삼성카드,변동비
2025-12-26,SK주유소,500,교통,지역화폐,변동비
2025-12-28,스타벅스,15900,식비,토스공유카드1,변동비
2025-12-28,고속버스,11600,교통,토스공유카드1,변동비
2025-12-28,카카오 택시,14200,교통,지역화폐,변동비
2025-12-29,BBQ 치킨,25800,식비,토스공유카드2,변동비
2025-12-29,고속버스,6900,교통,토스공유카드1,변동비
2025-12-30,김밥천국,4600,식비,롯데카드,변동비
2025-12-30,김밥천국,10000,식비,롯데카드,변동비
2025-12-31,시내버스,10100,교통,신한체크카드,변동비
2025-12-31,SK주유소,12800,교통,신한체크카드,변동비
2026-01-01,도시가스 요금,6300,가스요금,신한체크카드,고정비
2026-01-01,교보문고,16600,문화/여가,삼성카드,변동비
2026-01-01,버거킹,11100,식비,삼성카드,변동비
2026-01-01,버거킹,5900,식비,롯데카드,변동비
2026-01-02,아파트 관리비,290800,관리비,지역화폐,고정비
2026-01-02,한전 전기요금,70900,전기요금,신한체크카드,고정비
2026-01-02,KT 인터넷+TV,98300,통신비,신한체크카드,고정비
2026-01-02,연세의원,38800,의료,삼성카드,변동비
2026-01-02,배달의민족,13900,식비,롯데카드,변동비
2026-01-03,관리실 주차비,32300,주거,신한체크카드,고정비
2026-01-03,투썸플레이스,17400,식비,삼성카드,변동비
2026-01-03,배달의민족,16300,식비,삼성카드,변동비
2026-01-03,카카오 택시,2600,교통,지역화폐,변동비
2026-01-04,주택담보대출 이자,419600,대출이자,신한체크카드,고정비
2026-01-04,스타벅스,10500,식비,롯데카드,변동비
2026-01-04,지하철,7600,교통,지역화폐,변동비
2026-01-05,상하수도 요금,27200,공과금,지역화폐,고정비
2026-01-05,배달의민족,1600,식비,롯데카드,변동비
2026-01-05,이마트,40800,마트,삼성카드,변동비
2026-01-05,광장시장,22300,전통시장,지역화폐,변동비
2026-01-06,CU 편의점,500,식비,삼성카드,변동비
2026-01-06,중앙시장,31400,전통시장,지역화폐,변동비
2026-01-07,BBQ 치킨,8000,식비,롯데카드,변동비
2026-01-07,버거킹,18600,식비,롯데카드,변동비
2026-01-07,망원시장,34800,전통시장,지역화폐,변동비
2026-01-07,시내버스,8300,교통,토스공유카드1,변동비
2026-01-07,고속버스,5600,교통,토스공유카드1,변동비
2026-01-08,CU 편의점,9500,식비,토스공유카드1,변동비
2026-01-08,CU 편의점,14200,식비,토스공유카드2,변동비
2026-01-08,롯데마트,63800,마트,토스공유카드1,변동비
2026-01-08,망원시장,56000,전통시장,토스공유카드2,변동비
2026-01-09,지하철,3600,교통,지역화폐,변동비
2026-01-09,카카오 택시,8000,교통,지역화폐,변동비
2026-01-09,겨울 외투 구매,230300,의류/미용,신한체크카드,변동비
2026-01-09,부모님 생신 선물,131200,경조사,롯데카드,변동비
2026-01-11,BBQ 치킨,12600,식비,토스공유카드1,변동비
2026-01-11,BBQ 치킨,20900,식비,삼성카드,변동비
2026-01-11,카카오 택시,10600,교통,토스공유카드1,변동비
2026-01-12,스타벅스,7500,식비,토스공유카드2,변동비
2026-01-12,CU 편의점,3200,식비,토스공유카드1,변동비
2026-01-12,CU 편의점,12200,식비,롯데카드,변동비
2026-01-13,배달의민족,5700,식비,삼성카드,변동비
2026-01-13,배달의민족,6100,식비,삼성카드,변동비
2026-01-14,맘스터치,15400,식비,롯데카드,변동비
2026-01-14,SK주유소,16000,교통,지역화폐,변동비
2026-01-15,SK주유소,9100,교통,신한체크카드,변동비
2026-01-15,카카오 택시,11400,교통,토스공유카드1,변동비
2026-01-16,BBQ 치킨,18800,식비,삼성카드,변동비
2026-01-17,투썸플레이스,18100,식비,롯데카드,변동비
2026-01-17,SK주유소,8600,교통,지역화폐,변동비
2026-01-18,투썸플레이스,17700,식비,토스공유카드1,변동비
2026-01-18,버거킹,11100,식비,롯데카드,변동비
2026-01-18,버거킹,10800,식비,토스공유카드2,변동비
2026-01-18,롯데마트,79100,마트,토스공유카드1,변동비
2026-01-19,카카오 택시,4500,교통,지역화폐,변동비
2026-01-19,시내버스,5600,교통,신한체크카드,변동비
2026-01-20,스타벅스,18900,식비,토스공유카드2,변동비
2026-01-20,지하철,500,교통,지역화폐,변동비
2026-01-22,CU 편의점,7500,식비,롯데카드,변동비
2026-01-22,스타벅스,26000,식비,토스공유카드2,변동비
2026-01-22,CU 편의점,3100,식비,롯데카드,변동비
2026-01-23,BBQ 치킨,25900,식비,토스공유카드2,변동비
2026-01-23,맘스터치,8200,식비,롯데카드,변동비
2026-01-23,고속버스,8800,교통,지역화폐,변동비
2026-01-24,김밥천국,3600,식비,롯데카드,변동비
2026-01-25,맘스터치,9800,식비,토스공유카드2,변동비
2026-01-25,SK주유소,2500,교통,토스공유카드1,변동비
2026-01-25,카카오 택시,9900,교통,신한체크카드,변동비
2026-01-26,스타벅스,15800,식비,토스공유카드2,변동비
2026-01-26,SK주유소,3900,교통,지역화폐,변동비
2026-01-27,맘스터치,4900,식비,롯데카드,변동비
2026-01-27,배달의민족,7600,식비,토스공유카드2,변동비
2026-01-27,맘스터치,8200,식비,토스공유카드2,변동비
2026-01-27,SK주유소,9600,교통,토스공유카드1,변동비
2026-01-28,김밥천국,24800,식비,토스공유카드2,변동비
2026-01-28,SK주유소,1700,교통,토스공유카드1,변동비
2026-01-28,정기 건강검진,182600,의료,삼성카드,변동비
2026-01-29,투썸플레이스,19700,식비,롯데카드,변동비
2026-01-29,CU 편의점,14700,식비,토스공유카드1,변동비
2026-01-29,SK주유소,3300,교통,토스공유카드1,변동비
2026-01-29,시내버스,16800,교통,지역화폐,변동비
2026-01-30,코스트코,59400,마트,토스공유카드1,변동비
2026-01-30,카카오 택시,10500,교통,신한체크카드,변동비
2026-01-30,정기 건강검진,127500,의료,롯데카드,변동비
2026-01-31,투썸플레이스,21000,식비,삼성카드,변동비
2026-02-01,상하수도 요금,33600,공과금,지역화폐,고정비
2026-02-01,BBQ 치킨,15000,식비,토스공유카드2,변동비
2026-02-01,중앙시장,12100,전통시장,토스공유카드2,변동비
2026-02-01,SK주유소,8900,교통,지역화폐,변동비
2026-02-01,시내버스,5600,교통,토스공유카드1,변동비
2026-02-02,도시가스 요금,18400,가스요금,신한체크카드,고정비
2026-02-02,SKT 휴대폰,82100,통신비,신한체크카드,고정비
2026-02-02,관리실 주차비,34200,주거,신한체크카드,고정비
2026-02-02,약국,9100,의료,삼성카드,변동비
2026-02-02,교보문고,19500,문화/여가,삼성카드,변동비
2026-02-02,올리브영,8600,의류/미용,롯데카드,변동비
2026-02-02,배달의민족,17800,식비,토스공유카드1,변동비
2026-02-02,시내버스,10500,교통,토스공유카드1,변동비
2026-02-03,한전 전기요금,65800,전기요금,신한체크카드,고정비
2026-02-03,맘스터치,13600,식비,롯데카드,변동비
2026-02-03,스타벅스,14600,식비,삼성카드,변동비
2026-02-04,아파트 관리비,278500,관리비,지역화폐,고정비
2026-02-04,조의금,100300,경조사,롯데카드,변동비
2026-02-04,김밥천국,22300,식비,삼성카드,변동비
2026-02-04,카카오 택시,11100,교통,토스공유카드1,변동비
2026-02-04,고속버스,5400,교통,신한체크카드,변동비
2026-02-05,주택담보대출 이자,422500,대출이자,신한체크카드,고정비
2026-02-05,영어학원,205500,교육,삼성카드,변동비
2026-02-05,투썸플레이스,6600,식비,삼성카드,변동비
2026-02-05,카카오 택시,9800,교통,토스공유카드1,변동비
2026-02-05,카카오 택시,7600,교통,지역화폐,변동비
2026-02-06,BBQ 치킨,6000,식비,토스공유카드1,변동비
2026-02-06,CU 편의점,16100,식비,롯데카드,변동비
2026-02-06,카카오 택시,13900,교통,신한체크카드,변동비
2026-02-07,배달의민족,5200,식비,토스공유카드1,변동비
2026-02-07,고속버스,7400,교통,지역화폐,변동비
2026-02-07,카카오 택시,8800,교통,신한체크카드,변동비
2026-02-08,CU 편의점,13100,식비,토스공유카드1,변동비
2026-02-08,CU 편의점,17900,식비,삼성카드,변동비
2026-02-09,시내버스,4300,교통,토스공유카드1,변동비
2026-02-10,김밥천국,10400,식비,롯데카드,변동비
2026-02-10,지하철,2800,교통,토스공유카드1,변동비
2026-02-10,SK주유소,5400,교통,신한체크카드,변동비
2026-02-11,김밥천국,17100,식비,토스공유카드2,변동비
2026-02-11,배달의민족,24900,식비,토스공유카드1,변동비
2026-02-12,투썸플레이스,13100,식비,롯데카드,변동비
2026-02-12,SK주유소,8800,교통,신한체크카드,변동비
2026-02-12,시내버스,10200,교통,토스공유카드1,변동비
2026-02-13,배달의민족,7000,식비,토스공유카드1,변동비
2026-02-13,배달의민족,15800,식비,토스공유카드2,변동비
2026-02-13,버거킹,14300,식비,토스공유카드1,변동비
2026-02-14,BBQ 치킨,7700,식비,토스공유카드2,변동비
2026-02-14,BBQ 치킨,8500,식비,롯데카드,변동비
2026-02-14,학기 등록금 분할,551300,교육,롯데카드,변동비
2026-02-15,배달의민족,27300,식비,토스공유카드2,변동비
2026-02-15,광장시장,46300,전통시장,지역화폐,변동비
2026-02-15,지하철,7600,교통,지역화폐,변동비
2026-02-15,지하철,15000,교통,신한체크카드,변동비
2026-02-16,카카오 택시,5100,교통,토스공유카드1,변동비
2026-02-16,SK주유소,500,교통,지역화폐,변동비
2026-02-17,SK주유소,4100,교통,토스공유카드1,변동비
2026-02-17,고속버스,3500,교통,지역화폐,변동비
2026-02-18,BBQ 치킨,19100,식비,토스공유카드2,변동비
2026-02-19,시내버스,7500,교통,토스공유카드1,변동비
2026-02-20,경동시장,16600,전통시장,토스공유카드2,변동비
2026-02-21,카카오 택시,4100,교통,신한체크카드,변동비
2026-02-22,스타벅스,14900,식비,삼성카드,변동비
2026-02-22,김밥천국,10300,식비,토스공유카드1,변동비
2026-02-22,시내버스,8500,교통,신한체크카드,변동비
2026-02-23,버거킹,8600,식비,롯데카드,변동비
2026-02-23,이마트,57400,마트,삼성카드,변동비
2026-02-24,BBQ 치킨,7800,식비,토스공유카드1,변동비
2026-02-24,버거킹,19500,식비,토스공유카드1,변동비
2026-02-24,고속버스,11400,교통,신한체크카드,변동비
2026-02-25,중앙시장,20800,전통시장,토스공유카드2,변동비
2026-02-26,버거킹,5700,식비,토스공유카드2,변동비
2026-02-27,맘스터치,13400,식비,롯데카드,변동비
2026-02-27,카카오 택시,9300,교통,지역화폐,변동비
2026-02-28,투썸플레이스,10500,식비,토스공유카드1,변동비
2026-02-28,BBQ 치킨,15000,식비,삼성카드,변동비
2026-02-28,홈플러스,46100,마트,토스공유카드1,변동비
2026-03-01,상하수도 요금,26800,공과금,신한체크카드,고정비
2026-03-01,유튜브 프리미엄,20400,문화/여가,삼성카드,변동비
2026-03-01,CU 편의점,7000,식비,토스공유카드2,변동비
2026-03-01,코스트코,50900,마트,토스공유카드1,변동비
2026-03-01,고속버스,11400,교통,신한체크카드,변동비
2026-03-01,지하철,7400,교통,토스공유카드1,변동비
2026-03-02,한전 전기요금,71200,전기요금,지역화폐,고정비
2026-03-02,시내버스,12800,교통,신한체크카드,변동비
2026-03-03,관리실 주차비,40300,주거,신한체크카드,고정비
2026-03-03,김밥천국,3500,식비,토스공유카드2,변동비
2026-03-04,도시가스 요금,72200,가스요금,지역화폐,고정비
2026-03-04,SKT 휴대폰,121800,통신비,신한체크카드,고정비
2026-03-04,주택담보대출 이자,414000,대출이자,신한체크카드,고정비
2026-03-04,맘스터치,7900,식비,토스공유카드1,변동비
2026-03-04,BBQ 치킨,27300,식비,삼성카드,변동비
2026-03-04,버거킹,11900,식비,토스공유카드1,변동비
2026-03-04,카카오 택시,7600,교통,토스공유카드1,변동비
2026-03-05,아파트 관리비,273500,관리비,신한체크카드,고정비
2026-03-05,맘스터치,14900,식비,토스공유카드2,변동비
2026-03-05,BBQ 치킨,1700,식비,토스공유카드1,변동비
2026-03-05,시내버스,5100,교통,신한체크카드,변동비
2026-03-06,버거킹,5600,식비,토스공유카드1,변동비
2026-03-06,BBQ 치킨,5700,식비,토스공유카드1,변동비
2026-03-06,코스트코,65200,마트,삼성카드,변동비
2026-03-07,배달의민족,13200,식비,토스공유카드2,변동비
2026-03-08,고속버스,9000,교통,신한체크카드,변동비
2026-03-09,카카오 택시,9400,교통,지역화폐,변동비
2026-03-09,지하철,4300,교통,토스공유카드1,변동비
2026-03-10,투썸플레이스,14100,식비,토스공유카드2,변동비
2026-03-10,맘스터치,25300,식비,토스공유카드1,변동비
2026-03-10,롯데마트,23000,마트,토스공유카드1,변동비
2026-03-10,시내버스,6900,교통,지역화폐,변동비
2026-03-10,SK주유소,5600,교통,토스공유카드1,변동비
2026-03-11,버거킹,20800,식비,토스공유카드2,변동비
2026-03-11,SK주유소,10600,교통,지역화폐,변동비
2026-03-11,시내버스,1900,교통,토스공유카드1,변동비
2026-03-12,CU 편의점,11200,식비,토스공유카드2,변동비
2026-03-12,CU 편의점,6400,식비,토스공유카드2,변동비
2026-03-12,BBQ 치킨,16200,식비,롯데카드,변동비
2026-03-12,중앙시장,26700,전통시장,토스공유카드2,변동비
2026-03-12,고속버스,9200,교통,토스공유카드1,변동비
2026-03-13,버거킹,25800,식비,삼성카드,변동비
2026-03-13,중앙시장,28400,전통시장,지역화폐,변동비
2026-03-14,맘스터치,11400,식비,토스공유카드1,변동비
2026-03-14,지하철,9600,교통,토스공유카드1,변동비
2026-03-14,고속버스,5000,교통,지역화폐,변동비
2026-03-15,스타벅스,2800,식비,토스공유카드2,변동비
2026-03-15,스타벅스,14700,식비,삼성카드,변동비
2026-03-15,지하철,13900,교통,신한체크카드,변동비
2026-03-15,고속버스,7200,교통,지역화폐,변동비
2026-03-16,맘스터치,9800,식비,롯데카드,변동비
2026-03-17,투썸플레이스,16400,식비,토스공유카드2,변동비
2026-03-18,버거킹,14200,식비,토스공유카드2,변동비
2026-03-18,맘스터치,3900,식비,삼성카드,변동비
2026-03-18,홈플러스,72700,마트,롯데카드,변동비
2026-03-18,시내버스,4700,교통,토스공유카드1,변동비
2026-03-20,맘스터치,13900,식비,토스공유카드2,변동비
2026-03-21,투썸플레이스,18900,식비,토스공유카드2,변동비
2026-03-21,코스트코,59500,마트,롯데카드,변동비
2026-03-21,카카오 택시,10300,교통,토스공유카드1,변동비
2026-03-22,김밥천국,13200,식비,토스공유카드1,변동비
2026-03-22,투썸플레이스,8700,식비,삼성카드,변동비
2026-03-23,스타벅스,12600,식비,토스공유카드1,변동비
2026-03-23,버거킹,15300,식비,토스공유카드2,변동비
2026-03-23,고속버스,7300,교통,토스공유카드1,변동비
2026-03-24,버거킹,17300,식비,토스공유카드1,변동비
2026-03-24,투썸플레이스,17500,식비,롯데카드,변동비
2026-03-24,배달의민족,24200,식비,삼성카드,변동비
2026-03-24,이마트,65500,마트,삼성카드,변동비
2026-03-24,시내버스,15200,교통,토스공유카드1,변동비
2026-03-25,맘스터치,11500,식비,삼성카드,변동비
2026-03-25,투썸플레이스,13300,식비,롯데카드,변동비
2026-03-25,코스트코,31900,마트,롯데카드,변동비
2026-03-25,경동시장,13000,전통시장,지역화폐,변동비
2026-03-25,카카오 택시,9400,교통,지역화폐,변동비
2026-03-25,SK주유소,500,교통,토스공유카드1,변동비
2026-03-26,김밥천국,27600,식비,토스공유카드1,변동비
2026-03-27,투썸플레이스,18000,식비,삼성카드,변동비
2026-03-27,맘스터치,1300,식비,롯데카드,변동비
2026-03-28,배달의민족,8400,식비,롯데카드,변동비
2026-03-28,CU 편의점,18500,식비,삼성카드,변동비
2026-03-28,고속버스,500,교통,토스공유카드1,변동비
2026-03-29,CU 편의점,13300,식비,토스공유카드1,변동비
2026-03-29,스타벅스,15400,식비,토스공유카드2,변동비
2026-03-30,맘스터치,5900,식비,롯데카드,변동비
2026-03-30,광장시장,40400,전통시장,토스공유카드2,변동비
2026-03-30,카카오 택시,9000,교통,신한체크카드,변동비
2026-03-30,카카오 택시,15400,교통,신한체크카드,변동비
2026-03-31,고속버스,11400,교통,신한체크카드,변동비
2026-03-31,SK주유소,4300,교통,지역화폐,변동비
2026-04-01,상하수도 요금,16800,공과금,지역화폐,고정비
2026-04-01,BBQ 치킨,12300,식비,롯데카드,변동비
2026-04-01,투썸플레이스,14100,식비,토스공유카드2,변동비
2026-04-02,관리실 주차비,41400,주거,신한체크카드,고정비
2026-04-02,CGV,19700,문화/여가,롯데카드,변동비
2026-04-02,카카오 택시,1900,교통,신한체크카드,변동비
2026-04-03,아파트 관리비,243000,관리비,지역화폐,고정비
2026-04-03,한전 전기요금,53500,전기요금,지역화폐,고정비
2026-04-03,도시가스 요금,111300,가스요금,지역화폐,고정비
2026-04-03,김밥천국,14000,식비,삼성카드,변동비
2026-04-03,투썸플레이스,22300,식비,롯데카드,변동비
2026-04-03,배달의민족,16700,식비,롯데카드,변동비
2026-04-03,홈플러스,44400,마트,삼성카드,변동비
2026-04-04,주택담보대출 이자,419200,대출이자,신한체크카드,고정비
2026-04-04,김밥천국,16700,식비,토스공유카드2,변동비
2026-04-05,LG U+ 휴대폰,90100,통신비,신한체크카드,고정비
2026-04-05,김밥천국,13000,식비,토스공유카드2,변동비
2026-04-05,시내버스,4800,교통,신한체크카드,변동비
2026-04-05,고속버스,9200,교통,신한체크카드,변동비
2026-04-06,김밥천국,7600,식비,롯데카드,변동비
2026-04-06,배달의민족,12100,식비,토스공유카드1,변동비
2026-04-06,카카오 택시,15800,교통,토스공유카드1,변동비
2026-04-07,김밥천국,20300,식비,롯데카드,변동비
2026-04-08,BBQ 치킨,8500,식비,롯데카드,변동비
2026-04-08,배달의민족,6800,식비,토스공유카드2,변동비
2026-04-08,배달의민족,11800,식비,토스공유카드1,변동비
2026-04-08,광장시장,35200,전통시장,토스공유카드2,변동비
2026-04-08,SK주유소,7100,교통,지역화폐,변동비
2026-04-09,투썸플레이스,14400,식비,롯데카드,변동비
2026-04-09,광장시장,42300,전통시장,토스공유카드2,변동비
2026-04-09,카카오 택시,4600,교통,토스공유카드1,변동비
2026-04-09,시내버스,8200,교통,토스공유카드1,변동비
2026-04-10,투썸플레이스,6600,식비,롯데카드,변동비
2026-04-10,카카오 택시,13900,교통,신한체크카드,변동비
2026-04-10,SK주유소,700,교통,토스공유카드1,변동비
2026-04-11,버거킹,16600,식비,삼성카드,변동비
2026-04-11,스타벅스,18800,식비,롯데카드,변동비
